order_id,order_date,customer_id,customer_state,product_category,price,quantity,payment_type,order_status,freight_value,total_value
290,2023-06-02,1006,CE,Eletrônicos,489.99,1,Cartão de Crédito,Entregue,29.61,519.6
291,2023-12-15,1028,PE,Beleza,1292.0,4,Pix,Entregue,118.51,5286.51
292,2023-12-04,1906,SP,Casa,223.58,2,Cartão de Crédito,Entregue,88.66,535.82
293,2023-07-13,1032,RJ,Moda,1066.41,2,Pix,Entregue,77.61,2210.4300000000003
294,2023-11-06,1645,CE,Esporte,1120.71,1,Pix,Entregue,15.17,1135.88
295,2023-06-12,1878,PE,Moda,1026.25,1,Cartão de Crédito,Entregue,106.7,1132.95
296,2023-07-27,1078,MG,Esporte,400.9,3,Pix,Entregue,99.4,1302.1
297,2023-06-18,1927,PE,Casa,1313.37,1,Cartão de Crédito,Em trânsito,83.13,1396.5
298,2023-06-10,1946,SP,Eletrônicos,278.22,1,Cartão de Crédito,Entregue,47.3,325.52000000000004
299,2023-03-09,1458,RS,Moda,108.84,3,Boleto,Entregue,17.76,344.28
300,2023-10-16,1569,MG,Moda,1084.67,1,Cartão de Crédito,Cancelado,73.8,1158.47
301,2023-10-04,1982,SC,Moda,728.95,1,Boleto,Entregue,89.17,818.12
302,2023-10-31,1537,BA,Esporte,1278.17,3,Pix,Entregue,20.37,3854.88
303,2023-05-15,1481,RS,Casa,593.59,4,Boleto,Entregue,79.71,2454.07
304,2023-07-14,1429,BA,Moda,277.37,4,Pix,Entregue,41.5,1150.98
305,2023-05-08,1737,CE,Moda,1259.57,1,Cartão de Crédito,Cancelado,94.07,1353.6399999999999
306,2023-02-02,1284,RJ,Eletrônicos,836.9,1,Pix,Em trânsito,69.36,906.26
307,2023-06-25,1515,MG,Eletrônicos,308.12,3,Pix,Entregue,24.19,948.5500000000001
308,2023-01-22,1976,PR,Casa,1088.96,3,Cartão de Crédito,Entregue,67.92,3334.8
309,2023-08-26,1098,MG,Casa,781.34,4,Pix,Entregue,53.53,3178.8900000000003
310,2023-06-07,1396,PE,Beleza,918.34,2,Cartão de Crédito,Entregue,29.84,1866.52
311,2023-02-07,1488,PE,Eletrônicos,707.52,1,Boleto,Cancelado,102.57,810.0899999999999
312,2023-08-18,1038,PE,Beleza,1248.2,2,Cartão de Crédito,Cancelado,11.21,2507.61
313,2023-12-31,1270,CE,Esporte,1249.46,2,Cartão de Crédito,Entregue,44.33,2543.25
314,2023-02-20,1886,RS,Beleza,1072.8,3,Pix,Entregue,11.39,3229.7899999999995
315,2023-09-21,1796,PR,Moda,184.94,1,Boleto,Entregue,20.56,205.5
316,2023-10-10,1156,PR,Beleza,1263.12,1,Cartão de Crédito,Entregue,42.68,1305.8
317,2023-01-27,1074,PE,Casa,1016.39,3,Boleto,Cancelado,15.97,3065.14
318,2023-08-14,1883,BA,Esporte,1054.63,2,Boleto,Entregue,75.63,2184.8900000000003
319,2023-10-04,1799,CE,Moda,563.58,3,Pix,Cancelado,19.55,1710.2900000000002
320,2023-10-13,1129,PE,Beleza,1322.54,4,Cartão de Crédito,Entregue,87.19,5377.349999999999
321,2023-04-07,1686,RJ,Esporte,1096.3,1,Pix,Entregue,15.79,1112.09
322,2023-10-11,1973,RS,Esporte,195.51,4,Cartão de Crédito,Entregue,16.52,798.56
323,2023-11-13,1083,SC,Moda,629.43,3,Boleto,Entregue,43.59,1931.8799999999999
324,2023-10-31,1021,RJ,Beleza,1332.98,1,Cartão de Crédito,Entregue,108.62,1441.6
325,2023-05-27,1458,BA,Esporte,99.38,4,Cartão de Crédito,Cancelado,80.55,478.07
326,2023-01-04,1538,MG,Esporte,1443.28,4,Boleto,Entregue,94.71,5867.83
327,2023-02-04,1706,MG,Eletrônicos,1028.37,2,Boleto,Entregue,25.57,2082.31
328,2023-07-11,1848,RJ,Esporte,958.12,1,Cartão de Crédito,Entregue,101.75,1059.87
329,2023-02-18,1381,PE,Eletrônicos,427.72,4,Pix,Entregue,10.9,1721.7800000000002
330,2023-01-17,1747,SC,Beleza,395.72,4,Cartão de Crédito,Entregue,33.44,1616.3200000000002
331,2023-06-21,1439,SP,Beleza,1414.83,2,Boleto,Em trânsito,77.77,2907.43
332,2023-08-08,1603,SP,Beleza,468.46,4,Pix,Entregue,51.28,1925.12
333,2023-06-07,1988,BA,Casa,1169.99,4,Boleto,Entregue,118.26,4798.22
334,2023-02-15,1020,PE,Beleza,607.89,4,Boleto,Entregue,13.34,2444.9
335,2023-01-06,1302,PR,Esporte,234.7,2,Pix,Entregue,119.85,589.25
336,2023-04-09,1975,PR,Moda,45.75,4,Boleto,Entregue,78.6,261.6
337,2023-08-21,1868,RS,Eletrônicos,830.06,4,Boleto,Entregue,71.46,3391.7
338,2023-02-06,1954,SC,Casa,1464.39,1,Boleto,Entregue,16.55,1480.94
339,2023-10-07,1083,SC,Beleza,572.63,1,Boleto,Entregue,40.07,612.7
340,2023-12-15,1773,MG,Beleza,555.07,2,Boleto,Entregue,111.71,1221.8500000000001
341,2023-10-29,1658,CE,Moda,535.81,3,Boleto,Entregue,48.97,1656.3999999999999
342,2023-06-30,1952,BA,Moda,795.2,1,Boleto,Em trânsito,82.78,877.98
343,2023-04-05,1452,SP,Casa,677.78,2,Boleto,Entregue,119.94,1475.5
344,2023-04-09,1386,BA,Eletrônicos,1323.47,4,Boleto,Entregue,38.94,5332.82
345,2023-07-07,1506,PR,Beleza,773.12,4,Cartão de Crédito,Entregue,73.37,3165.85
346,2023-04-26,1256,PR,Casa,776.4,2,Cartão de Crédito,Entregue,86.61,1639.4099999999999
347,2023-07-10,1569,RJ,Esporte,233.41,4,Boleto,Em trânsito,28.11,961.75
348,2023-09-10,1891,RS,Esporte,1474.63,4,Cartão de Crédito,Cancelado,26.35,5924.870000000001
349,2023-06-10,1933,SC,Casa,397.46,3,Pix,Entregue,60.19,1252.57
350,2023-09-13,1526,BA,Beleza,137.85,4,Cartão de Crédito,Entregue,52.44,603.8399999999999
351,2023-11-19,1161,PR,Casa,1004.82,1,Boleto,Entregue,88.56,1093.38
352,2023-05-08,1956,CE,Beleza,905.19,4,Boleto,Entregue,17.65,3638.4100000000003
353,2023-01-18,1162,MG,Moda,640.26,2,Cartão de Crédito,Entregue,116.94,1397.46
354,2023-10-08,1831,SP,Casa,650.62,3,Boleto,Em trânsito,11.57,1963.43
355,2023-08-11,1792,RS,Beleza,1184.04,4,Pix,Em trânsito,76.14,4812.3
356,2023-02-23,1791,CE,Casa,317.7,2,Pix,Em trânsito,71.89,707.29
357,2023-02-27,1523,RS,Casa,1235.77,1,Boleto,Cancelado,24.82,1260.59
358,2023-11-19,1785,RJ,Beleza,983.66,4,Pix,Entregue,26.6,3961.24
359,2023-12-26,1270,PR,Beleza,645.89,3,Pix,Entregue,97.19,2034.8600000000001
360,2023-06-23,1491,MG,Eletrônicos,703.3,4,Cartão de Crédito,Entregue,107.63,2920.83
361,2023-10-07,1207,CE,Casa,407.27,2,Pix,Entregue,41.13,855.67
362,2023-04-24,1538,RS,Esporte,1135.61,3,Cartão de Crédito,Entregue,58.18,3465.0099999999998
363,2023-10-15,1583,SC,Casa,783.93,4,Boleto,Cancelado,49.05,3184.77
364,2023-12-08,1059,RJ,Casa,501.66,1,Cartão de Crédito,Cancelado,17.98,519.64
365,2023-05-31,1429,SC,Beleza,906.19,3,Boleto,Em trânsito,84.05,2802.6200000000003
366,2023-05-07,1984,MG,Casa,1493.73,1,Boleto,Cancelado,100.77,1594.5
367,2023-06-04,1656,CE,Casa,669.84,2,Boleto,Em trânsito,43.54,1383.22
368,2023-09-30,1604,RJ,Esporte,1383.42,4,Boleto,Entregue,118.92,5652.6
369,2023-04-14,1308,CE,Beleza,537.17,1,Boleto,Cancelado,18.34,555.51
370,2023-10-26,1519,PR,Casa,110.46,2,Cartão de Crédito,Entregue,82.8,303.71999999999997
371,2023-09-03,1590,PE,Moda,330.24,4,Boleto,Entregue,59.31,1380.27
372,2023-06-25,1026,RJ,Eletrônicos,645.48,2,Pix,Em trânsito,59.13,1350.0900000000001
373,2023-02-08,1685,SC,Esporte,352.86,1,Pix,Cancelado,60.34,413.20000000000005
374,2023-06-19,1561,MG,Casa,30.33,2,Boleto,Entregue,38.45,99.11
375,2023-09-04,1198,PR,Moda,1375.05,3,Pix,Entregue,88.71,4213.86
376,2023-01-26,1386,PE,Casa,1270.5,4,Cartão de Crédito,Entregue,89.37,5171.37
377,2023-12-21,1348,SP,Casa,1121.17,2,Cartão de Crédito,Entregue,41.06,2283.4
378,2023-11-02,1959,PR,Beleza,276.69,1,Boleto,Em trânsito,101.88,378.57
379,2023-01-13,1939,MG,Beleza,206.93,4,Boleto,Entregue,44.85,872.57
380,2023-11-12,1692,RS,Beleza,129.38,3,Boleto,Entregue,89.76,477.9
381,2023-11-09,1535,RJ,Moda,1094.32,4,Pix,Entregue,23.31,4400.59
382,2023-02-05,1827,CE,Casa,1395.35,3,Pix,Entregue,28.56,4214.61
383,2023-06-22,1377,MG,Eletrônicos,662.89,4,Cartão de Crédito,Entregue,44.74,2696.2999999999997
384,2023-01-20,1898,RJ,Esporte,205.14,2,Pix,Em trânsito,75.33,485.60999999999996
385,2023-11-17,1915,CE,Beleza,783.22,2,Cartão de Crédito,Entregue,81.01,1647.45
386,2023-09-21,1557,BA,Beleza,542.78,1,Pix,Entregue,53.6,596.38
387,2023-05-22,1526,SC,Casa,580.99,3,Cartão de Crédito,Entregue,18.56,1761.53
388,2023-05-23,1152,SP,Casa,943.36,1,Boleto,Entregue,51.1,994.46
389,2023-04-02,1733,PR,Moda,1086.52,2,Pix,Cancelado,85.76,2258.8
390,2023-12-20,1205,MG,Moda,192.59,3,Cartão de Crédito,Entregue,83.81,661.5799999999999
391,2023-11-18,1454,SP,Beleza,82.32,1,Pix,Cancelado,27.62,109.94
392,2023-10-15,1272,RS,Casa,1491.67,1,Boleto,Entregue,10.86,1502.53
393,2023-08-03,1893,RJ,Eletrônicos,372.11,1,Cartão de Crédito,Entregue,92.83,464.94
394,2023-12-08,1235,RJ,Esporte,109.13,1,Pix,Entregue,21.7,130.82999999999998
395,2023-02-20,1851,MG,Casa,309.12,1,Pix,Entregue,19.06,328.18
396,2023-06-02,1739,PE,Casa,87.27,3,Boleto,Cancelado,10.3,272.11
397,2023-07-05,1520,PE,Moda,605.96,1,Boleto,Entregue,57.59,663.5500000000001
398,2023-03-04,1677,BA,Esporte,1209.53,3,Cartão de Crédito,Entregue,65.36,3693.9500000000003
399,2023-07-09,1943,SC,Beleza,531.63,1,Pix,Entregue,80.14,611.77
400,2023-05-05,1955,CE,Casa,682.95,2,Pix,Entregue,42.57,1408.47
401,2023-05-30,1830,RS,Beleza,1023.11,2,Boleto,Em trânsito,88.15,2134.37
402,2023-11-10,1725,SP,Casa,778.07,1,Boleto,Entregue,28.63,806.7
403,2023-02-27,1500,PE,Beleza,1296.33,4,Cartão de Crédito,Entregue,101.52,5286.84
404,2023-12-08,1116,BA,Esporte,1303.07,2,Pix,Em trânsito,72.9,2679.04
405,2023-11-01,1385,BA,Moda,44.57,3,Pix,Entregue,74.23,207.94
406,2023-06-29,1343,MG,Esporte,1173.73,1,Cartão de Crédito,Entregue,33.08,1206.81
407,2023-06-19,1583,RS,Eletrônicos,707.28,3,Cartão de Crédito,Entregue,18.15,2139.9900000000002
408,2023-11-22,1394,CE,Moda,1483.6,4,Boleto,Entregue,61.12,5995.5199999999995
409,2023-09-28,1063,SC,Esporte,740.35,1,Boleto,Entregue,77.72,818.07
410,2023-02-23,1716,PR,Eletrônicos,1480.74,2,Cartão de Crédito,Entregue,20.46,2981.94
411,2023-04-11,1720,MG,Casa,1139.22,3,Cartão de Crédito,Entregue,114.56,3532.22
412,2023-09-21,1071,CE,Casa,395.45,2,Pix,Em trânsito,117.85,908.75
413,2023-02-22,1788,PR,Beleza,821.44,2,Cartão de Crédito,Entregue,70.0,1712.88
414,2023-03-01,1273,PR,Moda,1488.44,1,Cartão de Crédito,Entregue,114.51,1602.95
415,2023-04-18,1989,RS,Casa,1290.57,3,Pix,Entregue,29.74,3901.45
416,2023-01-05,1319,RS,Moda,173.13,4,Cartão de Crédito,Cancelado,12.8,705.3199999999999
417,2023-04-13,1337,SP,Casa,1068.37,2,Boleto,Entregue,14.34,2151.08
418,2023-07-15,1365,BA,Beleza,538.0,1,Boleto,Entregue,74.63,612.63
419,2023-09-19,1494,CE,Esporte,40.26,1,Pix,Entregue,16.78,57.04
420,2023-12-31,1606,MG,Beleza,623.12,4,Cartão de Crédito,Entregue,115.44,2607.92
421,2023-12-16,1165,RJ,Eletrônicos,375.09,1,Boleto,Cancelado,25.61,400.7
422,2023-02-16,1543,MG,Casa,1233.74,2,Boleto,Entregue,43.52,2511.0
423,2023-12-21,1010,SP,Eletrônicos,525.88,1,Boleto,Entregue,100.48,626.36
424,2023-11-07,1300,SC,Eletrônicos,1246.46,3,Boleto,Entregue,34.06,3773.44
425,2023-11-04,1728,BA,Moda,30.88,3,Cartão de Crédito,Entregue,36.73,129.37
426,2023-05-24,1800,RJ,Casa,482.49,2,Cartão de Crédito,Cancelado,80.65,1045.63
427,2023-09-26,1101,PE,Eletrônicos,384.51,3,Cartão de Crédito,Entregue,40.37,1193.8999999999999
428,2023-05-04,1424,SC,Esporte,373.34,4,Cartão de Crédito,Entregue,33.92,1527.28
429,2023-04-16,1391,RS,Eletrônicos,130.23,1,Boleto,Entregue,37.96,168.19
430,2023-06-07,1778,PR,Esporte,305.07,2,Pix,Entregue,63.97,674.11
431,2023-05-27,1213,PE,Moda,846.66,4,Pix,Entregue,116.27,3502.91
432,2023-05-25,1690,MG,Eletrônicos,458.3,1,Boleto,Entregue,101.55,559.85
433,2023-04-30,1087,MG,Beleza,643.57,4,Boleto,Entregue,41.31,2615.59
434,2023-11-15,1552,RS,Moda,583.99,2,Pix,Entregue,49.97,1217.95
435,2023-10-02,1400,SP,Esporte,1317.58,2,Pix,Entregue,61.1,2696.2599999999998
436,2023-04-02,1587,CE,Moda,1360.79,4,Boleto,Entregue,117.68,5560.84
437,2023-02-27,1888,PE,Eletrônicos,754.65,1,Boleto,Cancelado,28.96,783.61
438,2023-12-12,1045,PE,Casa,515.33,3,Cartão de Crédito,Cancelado,49.32,1595.3100000000002
439,2023-08-17,1671,SC,Casa,187.0,3,Cartão de Crédito,Entregue,90.24,651.24
440,2023-04-27,1462,BA,Esporte,1431.5,4,Pix,Entregue,116.03,5842.03
441,2023-11-14,1591,SC,Esporte,118.53,2,Boleto,Entregue,27.12,264.18
442,2023-10-06,1309,CE,Casa,467.55,1,Pix,Cancelado,35.01,502.56
443,2023-05-07,1085,MG,Esporte,468.16,1,Cartão de Crédito,Cancelado,34.83,502.99
444,2023-05-09,1091,MG,Moda,500.99,2,Cartão de Crédito,Cancelado,12.3,1014.28
445,2023-02-27,1659,MG,Beleza,271.5,3,Pix,Cancelado,76.45,890.95
446,2023-05-02,1672,MG,Beleza,1181.25,1,Cartão de Crédito,Entregue,83.78,1265.03
447,2023-01-01,1713,CE,Moda,210.07,4,Boleto,Cancelado,76.28,916.56
448,2023-08-27,1935,RS,Beleza,963.31,3,Pix,Entregue,17.85,2907.7799999999997
449,2023-10-17,1927,BA,Eletrônicos,212.05,4,Boleto,Entregue,17.62,865.82
450,2023-04-06,1241,CE,Moda,133.69,3,Boleto,Entregue,33.14,434.21
451,2023-05-06,1864,BA,Esporte,1366.86,2,Cartão de Crédito,Em trânsito,41.93,2775.6499999999996
452,2023-04-28,1001,CE,Moda,309.49,4,Boleto,Cancelado,96.52,1334.48
453,2023-02-17,1224,MG,Casa,1237.24,4,Pix,Entregue,27.53,4976.49
454,2023-03-30,1800,RS,Esporte,830.61,2,Boleto,Entregue,14.85,1676.07
455,2023-08-25,1744,PE,Casa,144.45,4,Boleto,Cancelado,53.34,631.14
456,2023-09-29,1972,SC,Esporte,1434.51,3,Boleto,Entregue,55.8,4359.33
457,2023-07-08,1925,PR,Beleza,393.03,1,Boleto,Entregue,59.6,452.63
458,2023-07-11,1928,RS,Moda,1293.68,1,Boleto,Entregue,100.96,1394.64
459,2023-03-10,1588,PE,Eletrônicos,278.15,2,Cartão de Crédito,Entregue,20.78,577.0799999999999
460,2023-10-05,1115,SP,Esporte,1285.3,3,Pix,Entregue,87.43,3943.3299999999995
461,2023-12-15,1665,CE,Esporte,49.45,4,Cartão de Crédito,Entregue,47.17,244.97000000000003
462,2023-09-04,1917,SP,Casa,782.32,4,Pix,Em trânsito,44.1,3173.38
463,2023-03-17,1102,PE,Beleza,1161.08,1,Pix,Entregue,112.58,1273.6599999999999
464,2023-06-03,1193,RS,Casa,1404.15,4,Pix,Cancelado,37.33,5653.93
465,2023-05-24,1165,CE,Casa,1366.53,1,Pix,Entregue,80.68,1447.21
466,2023-03-27,1870,PR,Beleza,1234.85,2,Pix,Entregue,40.26,2509.96
467,2023-07-04,1089,MG,Eletrônicos,1335.64,4,Boleto,Entregue,65.79,5408.35
468,2023-10-12,1685,CE,Casa,322.85,3,Cartão de Crédito,Entregue,96.49,1065.04
469,2023-08-08,1121,CE,Casa,447.75,4,Cartão de Crédito,Cancelado,106.99,1897.99
470,2023-03-10,1142,RS,Esporte,454.78,1,Boleto,Entregue,102.26,557.04
471,2023-02-16,1993,RS,Beleza,584.27,2,Pix,Entregue,74.04,1242.58
472,2023-04-04,1105,PE,Moda,608.18,1,Cartão de Crédito,Entregue,37.37,645.55
473,2023-08-26,1886,RJ,Eletrônicos,830.5,4,Boleto,Em trânsito,82.74,3404.74
474,2023-07-23,1427,CE,Eletrônicos,265.02,1,Boleto,Entregue,88.09,353.11
475,2023-08-06,1304,SC,Beleza,1046.13,1,Cartão de Crédito,Entregue,11.18,1057.3100000000002
476,2023-12-07,1871,CE,Esporte,276.32,2,Cartão de Crédito,Entregue,58.31,610.95
477,2023-02-08,1970,PE,Esporte,486.15,3,Pix,Cancelado,102.76,1561.2099999999998
478,2023-04-10,1316,BA,Beleza,769.92,4,Pix,Entregue,63.85,3143.5299999999997
479,2023-10-16,1962,SP,Esporte,1200.77,2,Cartão de Crédito,Entregue,44.25,2445.79
480,2023-09-11,1634,MG,Eletrônicos,1117.02,3,Pix,Entregue,105.9,3456.96
481,2023-08-10,1901,RJ,Eletrônicos,978.94,1,Boleto,Entregue,27.15,1006.09
482,2023-12-23,1008,PR,Moda,258.99,3,Pix,Entregue,32.71,809.6800000000001
483,2023-01-23,1773,PR,Beleza,834.16,1,Pix,Entregue,85.61,919.77
484,2023-09-07,1072,PR,Casa,158.55,1,Boleto,Entregue,48.77,207.32000000000002
485,2023-01-10,1358,RS,Casa,584.72,2,Pix,Entregue,88.43,1257.8700000000001
486,2023-09-03,1222,PR,Moda,637.87,1,Boleto,Entregue,27.35,665.22
487,2023-11-21,1415,MG,Moda,88.52,2,Pix,Entregue,37.75,214.79
488,2023-04-10,1552,SP,Esporte,432.76,3,Cartão de Crédito,Em trânsito,27.23,1325.51
489,2023-10-17,1369,PR,Moda,1434.8,3,Pix,Em trânsito,114.82,4419.219999999999
490,2023-06-29,1715,CE,Moda,1431.84,1,Cartão de Crédito,Entregue,54.59,1486.4299999999998
491,2023-08-11,1263,CE,Casa,547.92,2,Cartão de Crédito,Cancelado,47.09,1142.9299999999998
492,2023-09-07,1839,RS,Esporte,93.36,1,Cartão de Crédito,Entregue,11.56,104.92
493,2023-05-27,1689,MG,Moda,293.27,2,Cartão de Crédito,Cancelado,26.88,613.42
494,2023-04-06,1859,SP,Moda,606.56,2,Cartão de Crédito,Entregue,56.32,1269.4399999999998
495,2023-09-14,1317,RJ,Esporte,1423.24,2,Boleto,Entregue,17.54,2864.02
496,2023-11-21,1083,PE,Beleza,237.56,3,Boleto,Entregue,66.18,778.8600000000001
497,2023-01-04,1317,SP,Esporte,1152.37,2,Boleto,Cancelado,60.05,2364.79
498,2023-01-16,1110,PE,Casa,189.76,3,Cartão de Crédito,Entregue,94.39,663.67
499,2023-10-07,1250,BA,Beleza,1472.45,2,Pix,Entregue,82.58,3027.48
500,2023-12-02,1382,PE,Eletrônicos,590.98,3,Boleto,Entregue,59.05,1831.99
501,2023-09-04,1006,SC,Esporte,1169.59,4,Pix,Entregue,34.71,4713.07
502,2023-09-15,1458,CE,Casa,533.61,3,Pix,Entregue,89.95,1690.78
503,2023-06-09,1083,MG,Beleza,952.67,3,Cartão de Crédito,Entregue,87.86,2945.87
504,2023-12-06,1207,RS,Esporte,312.26,1,Cartão de Crédito,Entregue,26.86,339.12
505,2023-06-01,1899,SC,Moda,244.65,2,Cartão de Crédito,Em trânsito,110.62,599.9200000000001
506,2023-06-27,1389,PE,Esporte,1408.95,4,Boleto,Entregue,17.08,5652.88
507,2023-06-12,1313,PR,Eletrônicos,1378.94,1,Cartão de Crédito,Entregue,16.05,1394.99
508,2023-02-02,1021,MG,Esporte,1334.58,2,Boleto,Entregue,30.61,2699.77
509,2023-06-28,1409,SC,Beleza,949.39,4,Boleto,Entregue,110.04,3907.6
510,2023-04-11,1894,RS,Beleza,1218.15,4,Boleto,Cancelado,67.2,4939.8
511,2023-09-25,1514,CE,Esporte,131.48,4,Boleto,Cancelado,96.67,622.5899999999999
512,2023-11-19,1126,MG,Beleza,522.14,2,Cartão de Crédito,Entregue,35.06,1079.34
513,2023-03-06,1808,RS,Moda,491.14,4,Boleto,Em trânsito,63.92,2028.48
514,2023-06-17,1699,BA,Esporte,964.4,4,Cartão de Crédito,Em trânsito,49.41,3907.0099999999998
515,2023-11-26,1873,BA,Moda,553.26,1,Cartão de Crédito,Em trânsito,101.06,654.3199999999999
516,2023-02-12,1013,RS,Moda,248.3,3,Boleto,Entregue,12.49,757.3900000000001
517,2023-02-13,1970,SC,Casa,906.81,2,Cartão de Crédito,Entregue,36.82,1850.4399999999998
518,2023-10-12,1977,MG,Esporte,1227.14,3,Pix,Entregue,26.78,3708.2000000000003
519,2023-01-12,1011,SC,Beleza,591.72,1,Cartão de Crédito,Entregue,104.51,696.23
520,2023-04-05,1086,RJ,Moda,224.44,3,Cartão de Crédito,Entregue,61.43,734.7499999999999
521,2023-10-29,1523,PE,Casa,319.13,4,Boleto,Cancelado,54.46,1330.98
522,2023-09-10,1908,RJ,Esporte,379.1,4,Boleto,Entregue,59.44,1575.8400000000001
523,2023-08-30,1536,BA,Esporte,470.85,2,Cartão de Crédito,Entregue,116.91,1058.6100000000001
524,2023-02-04,1300,CE,Eletrônicos,974.91,2,Boleto,Entregue,103.53,2053.35
525,2023-08-03,1242,SP,Eletrônicos,913.39,2,Pix,Entregue,87.7,1914.48
526,2023-12-03,1121,PE,Moda,1053.24,1,Pix,Entregue,41.95,1095.19
527,2023-03-31,1146,BA,Eletrônicos,562.88,2,Boleto,Cancelado,28.17,1153.93
528,2023-09-21,1566,SC,Moda,1241.28,1,Cartão de Crédito,Entregue,111.36,1352.6399999999999
529,2023-04-03,1749,SC,Beleza,330.01,4,Pix,Cancelado,56.54,1376.58
530,2023-03-31,1355,SC,Moda,719.49,3,Pix,Em trânsito,40.66,2199.13
531,2023-04-25,1684,CE,Eletrônicos,1207.38,4,Cartão de Crédito,Entregue,61.8,4891.320000000001
532,2023-04-15,1903,RJ,Beleza,294.83,4,Boleto,Em trânsito,110.96,1290.28
533,2023-07-15,1732,SP,Eletrônicos,191.5,4,Pix,Entregue,52.58,818.58
534,2023-11-10,1630,SC,Moda,1329.02,2,Cartão de Crédito,Entregue,71.89,2729.93
535,2023-04-24,1308,PE,Casa,534.11,2,Cartão de Crédito,Entregue,98.33,1166.55
536,2023-03-16,1694,MG,Esporte,1035.29,2,Pix,Entregue,56.98,2127.56
537,2023-08-05,1287,SP,Eletrônicos,67.26,3,Boleto,Cancelado,35.69,237.47000000000003
538,2023-10-04,1306,CE,Moda,1044.37,2,Pix,Entregue,119.4,2208.14
539,2023-09-06,1811,SP,Beleza,494.67,1,Cartão de Crédito,Entregue,115.22,609.89
540,2023-06-13,1593,MG,Eletrônicos,111.94,4,Pix,Entregue,102.78,550.54
541,2023-12-23,1965,PE,Eletrônicos,926.42,3,Boleto,Entregue,85.72,2864.9799999999996
542,2023-07-11,1913,MG,Esporte,383.98,3,Cartão de Crédito,Entregue,42.44,1194.38
543,2023-08-15,1722,RS,Moda,598.61,3,Boleto,Cancelado,110.48,1906.31
544,2023-06-26,1661,PE,Casa,148.45,3,Pix,Entregue,40.31,485.65999999999997
545,2023-04-09,1548,SP,Beleza,246.33,3,Pix,Entregue,98.09,837.08
546,2023-02-05,1351,SC,Moda,468.03,1,Boleto,Entregue,111.01,579.04
547,2023-04-06,1311,SP,Beleza,161.95,4,Pix,Entregue,76.33,724.13
548,2023-06-01,1872,SP,Eletrônicos,1368.91,3,Boleto,Entregue,98.34,4205.070000000001
549,2023-05-31,1058,PE,Esporte,38.89,4,Pix,Cancelado,97.09,252.65
550,2023-07-09,1642,RS,Esporte,741.27,2,Boleto,Entregue,31.25,1513.79
551,2023-08-12,1923,SP,Casa,211.17,3,Boleto,Entregue,83.47,716.98
552,2023-02-06,1713,BA,Esporte,482.29,3,Cartão de Crédito,Entregue,20.28,1467.15
553,2023-09-25,1754,PR,Eletrônicos,1391.31,4,Cartão de Crédito,Entregue,65.86,5631.099999999999
554,2023-07-02,1034,PR,Casa,267.69,3,Boleto,Entregue,27.85,830.92
555,2023-01-13,1444,SP,Moda,1449.77,3,Pix,Entregue,55.8,4405.11
556,2023-10-06,1092,SC,Esporte,332.52,3,Pix,Entregue,101.63,1099.19
557,2023-08-05,1949,CE,Casa,1120.1,1,Pix,Cancelado,118.59,1238.6899999999998
558,2023-12-21,1958,CE,Eletrônicos,833.62,1,Boleto,Entregue,44.98,878.6
559,2023-12-27,1206,PE,Beleza,1330.18,3,Boleto,Entregue,68.52,4059.06
560,2023-10-13,1352,PR,Beleza,844.37,1,Boleto,Entregue,66.24,910.61
561,2023-09-30,1902,SP,Eletrônicos,815.8,2,Boleto,Entregue,114.98,1746.58
562,2023-03-03,1331,CE,Eletrônicos,317.32,3,Cartão de Crédito,Cancelado,62.64,1014.6
563,2023-03-25,1816,SP,Beleza,274.36,2,Boleto,Entregue,86.9,635.62
564,2023-08-05,1861,PE,Casa,1377.24,4,Pix,Entregue,111.4,5620.36
565,2023-12-08,1724,PR,Beleza,511.92,2,Cartão de Crédito,Entregue,51.07,1074.91
566,2023-07-06,1158,MG,Eletrônicos,576.96,4,Pix,Cancelado,109.23,2417.07
567,2023-01-19,1953,BA,Esporte,1146.94,3,Boleto,Entregue,110.92,3551.7400000000002
568,2023-06-26,1956,BA,Moda,528.07,4,Cartão de Crédito,Entregue,112.37,2224.65
569,2023-04-10,1023,CE,Esporte,1429.53,4,Boleto,Entregue,39.75,5757.87
570,2023-08-21,1403,BA,Esporte,1114.75,2,Cartão de Crédito,Entregue,54.04,2283.54
571,2023-03-17,1804,MG,Eletrônicos,908.22,2,Pix,Entregue,105.74,1922.18
572,2023-09-22,1515,SP,Beleza,1324.92,2,Boleto,Entregue,49.51,2699.3500000000004
573,2023-10-11,1731,PE,Casa,102.92,3,Boleto,Em trânsito,76.03,384.78999999999996
574,2023-07-25,1363,MG,Esporte,407.88,3,Cartão de Crédito,Entregue,22.99,1246.6299999999999
575,2023-08-11,1381,PE,Beleza,713.6,2,Cartão de Crédito,Entregue,16.19,1443.39
576,2023-02-21,1531,PE,Casa,363.66,3,Boleto,Cancelado,55.32,1146.3
577,2023-12-05,1955,PR,Esporte,1123.54,3,Cartão de Crédito,Entregue,73.68,3444.2999999999997
578,2023-05-24,1151,SP,Casa,1381.24,4,Boleto,Em trânsito,53.2,5578.16
579,2023-03-10,1561,BA,Beleza,652.94,4,Cartão de Crédito,Entregue,73.55,2685.3100000000004
580,2023-04-09,1688,PR,Moda,532.93,2,Pix,Entregue,66.66,1132.52
